city,abbr,label,population,province_id,state_id,state_name,value,included,reason
Furnass,NE,"Furnass, NE",25000,634,413,"Adams, NE",6,1,quota_medium
Winchester,VA,"Winchester, VA",27284,410,423,"Frederick, VA",6,0,pending
Manassas,VA,"Manassas, VA",41764,1517,424,"Fairfax, VA",6,0,pending
Severn,MD,"Severn, MD",44231,4329,425,"Prince George's, MD",6,0,pending
Mason,OH,"Mason, OH",32662,914,432,"Cincinnati, OH",6,0,pending
Middletown,OH,"Middletown, OH",48760,4377,432,"Cincinnati, OH",6,0,pending
Leavenworth,KS,"Leavenworth, KS",35980,2918,436,"Topeka, KS",6,1,quota_dense
Granite City,IL,"Granite City, IL",29054,1221,445,"Springfield, IL",6,0,pending
Upper Alton,IL,"Upper Alton, IL",29251,1716,445,"Springfield, IL",6,0,pending
Nicholasville,KY,Nicholasville,29754,6036,446,"Madison, KY",6,0,pending
Jefferson City,MO,"Jefferson City, MO",43079,930,451,"Jefferson, MO",6,0,pending
Jeffersonville,IN,"Jeffersonville, IN",46960,1479,455,"Floyd, IN",6,0,pending
Pahrump,NV,"Pahrump, NV",36441,6022,458,"Las Vegas, NV",6,1,quota_dense
Wake Forest,NC,"Wake Forest, NC",38199,8698,472,"Nash, NC",6,0,pending
Goldsboro,NC,"Goldsboro, NC",35826,6120,479,"Pitt, NC",6,0,pending
Bristol,TN,"Bristol, TN",26666,8697,480,"Johnson City, TN",6,0,pending
Thomasville,NC,"Thomasville, NC",27061,4833,481,"Guilford, NC",6,0,pending
Asheboro,NC,"Asheboro, NC",26103,6117,481,"Guilford, NC",6,0,pending
Morristown,TN,"Morristown, TN",29478,4446,485,"Knoxville, TN",6,0,pending
Salisbury,NC,"Salisbury, NC",34017,4293,487,"Mecklenberg, NC",6,0,pending
Indian Trail,NC,"Indian Trail, NC",37073,6149,487,"Mecklenberg, NC",6,0,pending
Statesville,NC,"Statesville, NC",26221,1832,489,"Gaston, NC",6,0,pending
Hickory,NC,"Hickory, NC",43490,6121,489,"Gaston, NC",6,1,quota_dense
New Bern,NC,"New Bern, NC",30070,5065,491,"Onslow, NC",6,0,pending
Bartlesville,OK,"Bartlesville, OK",36595,2007,495,"Tulsa, OK",6,0,pending
Sanford,NC,"Sanford, NC",29144,2414,497,"Cumberland, NC",6,0,pending
Gallatin,TN,"Gallatin, TN",34334,4327,499,"Coffee, TN",6,1,quota_medium
Cookeville,TN,"Cookeville, TN",34842,4577,499,"Coffee, TN",6,0,pending
Phillips,AR,"Phillips, AR",31734,8710,509,"Randolph, AR",6,0,pending
Muskogee,OK,"Muskogee, OK",36878,4479,511,"Stillwater, OK",6,1,quota_medium
Shawnee,OK,"Shawnee, OK",31286,5018,511,"Stillwater, OK",6,0,pending
Columbia,TN,"Columbia, TN",36800,4196,516,"Maury, TN",6,0,pending
Smyrna,TN,"Smyrna, TN",46607,8720,516,"Maury, TN",6,0,pending
Sumter,SC,"Sumter, SC",40816,133,517,"York, SC",6,1,quota_dense
Anderson,SC,"Anderson, SC",27335,3883,518,"Greenville, SC",6,0,pending
Spartanburg,SC,"Spartanburg, SC",38732,4937,518,"Greenville, SC",6,0,pending
Kingman,AZ,"Kingman, AZ",28912,116,523,"Prescott, AZ",6,0,pending
Gainesville,GA,"Gainesville, GA",38712,5066,526,"Whitfield, GA",6,1,quota_medium
Alabaster,AL,"Alabaster, AL",32707,6243,528,"Morgan, AL",6,0,pending
Dalton,GA,"Dalton, GA",33853,8728,537,"North Metro Atlanta, GA",6,0,pending
Hobbs,NM,"Hobbs, NM",40159,543,540,"Clovis, NM",6,1,quota_medium
Carlsbad,NM,"Carlsbad, NM",32238,2792,540,"Clovis, NM",6,1,quota_medium
Lawrenceville,GA,"Lawrenceville, GA",30493,1839,541,"South Metro Atlanta, GA",6,0,pending
Douglasville,GA,"Douglasville, GA",32897,1915,541,"South Metro Atlanta, GA",6,0,pending
Rome,GA,"Rome, GA",37713,2374,541,"South Metro Atlanta, GA",6,0,pending
East Point,GA,"East Point, GA",35467,6250,541,"South Metro Atlanta, GA",6,0,pending
Gadsden,AL,"Gadsden, AL",33945,2596,545,"Auburn, AL",6,1,quota_dense
Fortuna Foothills,AZ,"Fortuna Foothills, AZ",26265,109,548,"Pima, AZ",6,0,pending
Hilton Head Island,SC,"Hilton Head Island, SC",40512,1415,550,"Beaufort, SC",6,1,quota_medium
Summerville,SC,"Summerville, SC",48848,6231,550,"Beaufort, SC",6,0,pending
Magdalena de Kino,SO,"Magdalena de Kino, SO",26605,1353,553,Sonora,6,0,pending
Cananea,SO,"Cananea, SO",31560,2279,553,Sonora,6,0,pending
Miguel Aleman (La Doce),SO,"Miguel Aleman (La Doce), SO",30869,6385,553,Sonora,6,0,pending
Newnan,GA,"Newnan, GA",37291,2208,557,"Houston, GA",6,0,pending
Hinesville,GA,"Hinesville, GA",33398,95,559,"Chatham, GA",6,0,pending
Statesboro,GA,"Statesboro, GA",30721,646,559,"Chatham, GA",6,0,pending
Big Spring,TX,"Big Spring, TX",28862,6311,560,"San Angelo, TX",6,1,quota_medium
Carrollton,GA,"Carrollton, GA",26203,5082,563,"Muscogee, GA",6,1,quota_dense
Cleburne,TX,"Cleburne, TX",30020,2608,564,"Greater Dallas-Fort Worth Area, TX",6,1,quota_dense
Weatherford,TX,"Weatherford, TX",28742,4584,564,"Greater Dallas-Fort Worth Area, TX",6,0,pending
Greenville,TX,"Greenville, TX",26515,2708,568,"Longview, TX",6,1,quota_medium
Waxahachie,TX,"Waxahachie, TX",33384,4672,575,"Navarro, TX",6,0,pending
LaGrange,GA,"LaGrange, GA",29588,6324,576,"Thomas, GA",6,0,pending
Santa Rosalia de Camargo,CH,"Santa Rosalia de Camargo, CH",40221,3483,579,Chihuahua,6,0,pending
Ojinaga,CH,"Ojinaga, CH",28040,4197,579,Chihuahua,6,1,quota_dense
Copperas Cove,TX,"Copperas Cove, TX",33081,3208,587,"Waco, TX",6,0,pending
Florence,AZ,"Florence, AZ",31110,6237,588,"San Carlos, AZ",6,0,pending
Lufkin,TX,"Lufkin, TX",36333,2793,596,"Beaumont, TX",6,0,pending
Marrero,LA,"Marrero, LA",33141,2328,600,"Baton Rouge, LA",6,0,pending
Titusville,FL,"Titusville, FL",45393,4036,605,"Daytona Beach, FL",6,0,pending
Chaska,MN,"Chaska, MN",25199,2191,606,"Hutchinson, MN",6,0,pending
McMinnville,OR,"McMinnville, OR",33892,548,609,"Eugene, OR",6,0,pending
Apopka,FL,"Apopka, FL",48382,308,610,"Orlando, FL",6,0,pending
Ocoee,FL,"Ocoee, FL",43608,4231,610,"Orlando, FL",6,0,pending
Saint Cloud,FL,"Saint Cloud, FL",35183,4533,610,"Orlando, FL",6,0,pending
Winter Haven,FL,"Winter Haven, FL",37689,6406,610,"Orlando, FL",6,0,pending
Clermont,FL,"Clermont, FL",32390,8788,610,"Orlando, FL",6,0,pending
Lake Jackson,TX,"Lake Jackson, TX",27533,1642,611,"Houston, TX",6,1,quota_medium
Mission Bend,TX,"Mission Bend, TX",36501,3147,611,"Houston, TX",6,0,pending
Seguin,TX,"Seguin, TX",27864,3817,614,"Victoria, TX",6,1,quota_dense
Parras de la Fuente,CO,"Parras de la Fuente, CO",33817,199,615,Coahuila,6,1,quota_dense
Ciudad Melchor Muzquiz,CO,"Ciudad Melchor Muzquiz, CO",35060,2830,615,Coahuila,6,0,pending
Del Rio,TX,"Del Rio, TX",34673,4190,617,"Laredo, TX",6,1,quota_dense
Eagle Pass,TX,"Eagle Pass, TX",28765,6418,617,"Laredo, TX",6,1,quota_dense
Ciudad Constitucion,BS,Ciudad Constitucion,40935,6773,619,Baja California Sur,6,1,quota_dense
North Fort Myers,FL,"North Fort Myers, FL",39407,6423,621,"Hillsborough, FL",6,0,pending
Fort Pierce,FL,"Fort Pierce, FL",44484,2190,627,"Miami-Dade, FL",6,0,pending
Kingsville,TX,"Kingsville, TX",26225,6770,633,"Corpus Christi, TX",6,1,quota_dense
Ciudad Sabinas Hidalgo,NL,"Ciudad Sabinas Hidalgo, NL",33068,1942,635,"Monterrey, NL",6,0,pending
Gabriel Leyva Solano,SI,"Gabriel Leyva Solano, SI",27536,3843,638,"Los Mochis, SI",6,0,pending
Navolato,SI,"Navolato, SI",29153,6467,638,"Los Mochis, SI",6,1,quota_dense
Redmond,OR,"Redmond, OR",28654,321,645,"Fremont-Winema, OR",6,0,pending
Banning,CA,"Banning, CA",30945,3959,654,"Los Angeles Metro, CA",6,0,pending
Altadena,CA,"Altadena, CA",42777,4290,654,"Los Angeles Metro, CA",6,0,pending
Ridgecrest,CA,"Ridgecrest, CA",28780,3687,669,"Sequoia, CA",6,1,quota_sparse
Escuinapa de Hidalgo,SI,"Escuinapa de Hidalgo, SI",30790,3051,670,"Durango, DG",6,0,pending
Santiago Papasquiaro,DG,"Santiago Papasquiaro, DG",26121,3852,670,"Durango, DG",6,1,quota_dense
Tecuala,NA,"Tecuala, NA",30000,6492,670,"Durango, DG",6,0,pending
Jerez de Garcia Salinas,ZA,"Jerez de Garcia Salinas, ZA",43064,4145,671,"Fresnillo, ZA",6,0,pending
Rio Grande,ZA,"Rio Grande, ZA",32944,4242,671,"Fresnillo, ZA",6,0,pending
Nacogdoches,TX,"Nacogdoches, TX",33894,1233,681,"Huntsville, TX",6,1,quota_dense
Huntsville,TX,"Huntsville, TX",40938,2324,681,"Huntsville, TX",6,0,pending
Coachella,CA,"Coachella, CA",44635,3186,689,"El Centro, CA",6,0,pending
Brawley,CA,"Brawley, CA",25897,6211,689,"El Centro, CA",6,0,pending
Los Banos,CA,"Los Banos, CA",37457,1417,695,"Fresno, CA",6,0,pending
Verrettes,HT,Verrettes,48724,1005,735,"Artibonite, HT",6,0,pending
Ixmiquilpan,HG,"Ixmiquilpan, HG",34814,1098,754,Veracruz,6,0,pending
Panuco,VE,"Panuco, VE",40754,8814,754,Veracruz,6,1,quota_medium
Autlan de Navarro,JA,"Autlan de Navarro, JA",45382,3128,755,Jalisco,6,0,pending
Ameca,JA,"Ameca, JA",36156,3788,755,Jalisco,6,0,pending
Cihuatlan,JA,"Cihuatlan, JA",40139,4491,755,Jalisco,6,0,pending
Los Reyes de Salgado,MI,"Los Reyes de Salgado, MI",39209,3455,759,Guanajuato,6,0,pending
Paracho de Verduzco,MI,"Paracho de Verduzco, MI",37464,6577,759,Guanajuato,6,0,pending
Kenscoff,HT,Kenscoff,42175,3777,760,"Ouest, HT",6,0,pending
Valladolid,YU,"Valladolid, YU",48973,242,761,Yucatan,6,1,quota_medium
Felipe Carrillo Puerto,QR,"Felipe Carrillo Puerto, QR",25744,1743,761,Yucatan,6,1,quota_medium
Ticul,YU,"Ticul, YU",32796,6571,761,Yucatan,6,0,pending
Maravatio de Ocampo,MI,"Maravatio de Ocampo, MI",34381,4287,771,Hidalgo,6,1,quota_sparse
Malvern,AR,"Malvern, AR",10928,582,2,"Hot Springs, AR",4,0,pending
Hot Springs Village,AR,"Hot Springs Village, AR",12807,8731,2,"Hot Springs, AR",4,0,pending
Neosho,MO,"Neosho, MO",12156,1253,3,"Joplin, MO",4,0,pending
Nixa,MO,"Nixa, MO",20984,2882,3,"Joplin, MO",4,0,pending
Bolivar,MO,"Bolivar, MO",10714,8694,3,"Joplin, MO",4,0,pending
Cold Lake,AB,"Cold Lake, AB",11595,2994,6,Northern Alberta,4,1,quota_dense
Rouyn-Noranda,QC,"Rouyn-Noranda, QC",23504,284,9,Quebec,4,0,pending
Roberval,QC,"Roberval, QC",10227,1198,9,Quebec,4,0,pending
Mont-Laurier,QC,"Mont-Laurier, QC",13405,1223,9,Quebec,4,0,pending
Dolbeau-Mistassini,QC,"Dolbeau-Mistassini, QC",12916,1440,9,Quebec,4,0,pending
Baie-Comeau,QC,"Baie-Comeau, QC",21536,1803,9,Quebec,4,0,pending
La Tuque,QC,"La Tuque, QC",11001,2456,9,Quebec,4,0,pending
Amos,QC,"Amos, QC",17918,2927,9,Quebec,4,0,pending
Sainte-Adele,QC,"Sainte-Adele, QC",10634,2979,9,Quebec,4,0,pending
Degelis,QC,"Degelis, QC",24000,3542,9,Quebec,4,0,pending
Magladen Islands,QC,"Magladen Islands, QC",15360,3762,9,Quebec,4,0,pending
Matane,QC,"Matane, QC",14812,4996,9,Quebec,4,0,pending
Saint-Felicien,QC,"Saint-Felicien, QC",10278,5419,9,Quebec,4,0,pending
Laurentides,QC,"Laurentides, QC",12710,5466,9,Quebec,4,0,pending
Thompson,MB,"Thompson, MB",13678,5258,14,Central Northern Manitoba,4,1,quota_dense
Fort Leonard Wood,MO,"Fort Leonard Wood, MO",15061,1521,15,"Springfield, MO",4,1,quota_dense
West Plains,MO,"West Plains, MO",12285,3740,15,"Springfield, MO",4,1,quota_dense
Lebanon,MO,"Lebanon, MO",14688,6084,15,"Springfield, MO",4,0,pending
Poplar Bluff,MO,"Poplar Bluff, MO",17266,4743,18,"Shannon, MO",4,1,quota_medium
Kennett,MO,"Kennett, MO",10662,6123,18,"Shannon, MO",4,0,pending
Washington,IN,"Washington, IN",12078,2478,21,"Bloomington, IN",4,0,pending
Martinsville,IN,"Martinsville, IN",11690,2590,21,"Bloomington, IN",4,0,pending
Bedford,IN,"Bedford, IN",13347,5997,21,"Bloomington, IN",4,0,pending
Vincennes,IN,"Vincennes, IN",18012,6003,21,"Bloomington, IN",4,0,pending
Sikeston,MO,"Sikeston, MO",16436,1552,22,"Poplar Bluff, MO",4,0,pending
Farmington,MO,"Farmington, MO",18181,6060,22,"Poplar Bluff, MO",4,1,quota_dense
Jackson,MO,"Jackson, MO",14869,6073,22,"Poplar Bluff, MO",4,0,pending
Squamish,BC,"Squamish, BC",23819,92,23,Northern British Columbia,4,0,pending
Hanceville,BC,"Hanceville, BC",10000,2957,23,Northern British Columbia,4,0,pending
Dawson Creek,BC,"Dawson Creek, BC",12323,3469,23,Northern British Columbia,4,0,pending
Williams Lake,BC,"Williams Lake, BC",14168,4709,23,Northern British Columbia,4,0,pending
Fort St. John,BC,"Fort St. John, BC",21465,5114,23,Northern British Columbia,4,1,quota_dense
Terrace,BC,"Terrace, BC",19443,6590,23,Northern British Columbia,4,1,quota_dense
Prince Rupert,BC,"Prince Rupert, BC",14708,6592,23,Northern British Columbia,4,1,quota_dense
Parksville,BC,"Parksville, BC",12000,6668,23,Northern British Columbia,4,0,pending
Powell River,BC,"Powell River, BC",13157,8375,23,Northern British Columbia,4,0,pending
Mount Washington,KY,Mount Washington,14028,3414,24,"Louisville, KY",4,0,pending
Warrensburg,MO,"Warrensburg, MO",19927,2304,27,"Harrisonville, MO",4,1,quota_medium
Maryville,MO,"Maryville, MO",11879,5937,28,"St. Joseph, MO",4,0,pending
Hannibal,MO,"Hannibal, MO",17839,2405,29,"Adalair, MO",4,1,quota_dense
Moberly,MO,"Moberly, MO",13919,8674,29,"Adalair, MO",4,1,quota_dense
Hartselle,AL,"Hartselle, AL",14493,2513,33,"Etowah, AL",4,0,pending
Macomb,IL,"Macomb, IL",18547,1796,34,"Knox, IL",4,1,quota_medium
Canton,IL,"Canton, IL",14211,5892,34,"Knox, IL",4,0,pending
Yorktown,IN,"Yorktown, IN",11231,4562,35,"Howard, IN",4,0,pending
Streator,IL,"Streator, IL",13182,2852,37,"Kankakee, IL",4,0,pending
Morris,IL,"Morris, IL",14363,3209,37,"Kankakee, IL",4,1,quota_medium
Pontiac,IL,"Pontiac, IL",11794,5879,37,"Kankakee, IL",4,0,pending
Madisonville,KY,Madisonville,19539,1951,39,"Christian, KY",4,0,pending
Lincoln,IL,"Lincoln, IL",13966,922,41,"Peoria, IL",4,0,pending
Gander,NL,"Gander, NL",11880,515,42,Newfoundland,4,1,quota_dense
Corner Brook,NL,"Corner Brook, NL",19316,1010,42,Newfoundland,4,1,quota_dense
Grand Falls-Windsor,NL,"Grand Falls-Windsor, NL",13853,3451,42,Newfoundland,4,1,quota_dense
Nuuk,GL,Nuuk,14798,4655,42,Newfoundland,4,1,quota_dense
El Dorado,AR,"El Dorado, AR",17756,932,44,"El Dorado, AR",4,1,quota_medium
Arkadelphia,AR,"Arkadelphia, AR",10745,4384,44,"El Dorado, AR",4,0,pending
Charleston,IL,"Charleston, IL",21196,1513,46,"Champaign, IL",4,0,pending
Effingham,IL,"Effingham, IL",12604,2785,46,"Champaign, IL",4,1,quota_medium
Glasgow,KY,Glasgow,14470,3349,49,"Bowling Green, KY",4,0,pending
Jacksonville,IL,"Jacksonville, IL",19103,2978,51,"Petersburg, IL",4,0,pending
Muscatine,IA,"Muscatine, IA",23968,549,55,"Iowa City, IA",4,0,pending
Oskaloosa,IA,"Oskaloosa, IA",11607,2905,55,"Iowa City, IA",4,0,pending
Fort Madison,IA,"Fort Madison, IA",10717,3497,55,"Iowa City, IA",4,0,pending
Burlington,IA,"Burlington, IA",24868,3945,55,"Iowa City, IA",4,1,quota_medium
Newton,IA,"Newton, IA",15125,5844,57,"Waterloo, IA",4,0,pending
Greenfield,IN,"Greenfield, IN",21497,1846,59,"Indianapolis, IN",4,0,pending
Waukee,IA,"Waukee, IA",18990,736,60,"Des Moines, IA",4,0,pending
Indianola,IA,"Indianola, IA",15467,4734,60,"Des Moines, IA",4,0,pending
Boone,IA,"Boone, IA",12692,4860,60,"Des Moines, IA",4,0,pending
Cranbrook,BC,"Cranbrook, BC",20047,269,62,"Vancouver, BC",4,1,quota_dense
Nelson,BC,"Nelson, BC",10664,2339,62,"Vancouver, BC",4,1,quota_dense
Salmon Arm,BC,"Salmon Arm, BC",19432,3653,62,"Vancouver, BC",4,1,quota_dense
Coldstream,BC,"Coldstream, BC",11171,4880,62,"Vancouver, BC",4,0,pending
Austin,MN,"Austin, MN",24563,1930,65,"Rochester, MN",4,1,quota_medium
Burlington,WI,"Burlington, WI",10650,474,66,"Milwaukee, WI",4,0,pending
Storm Lake,IA,"Storm Lake, IA",10910,597,67,"Sioux City, IA",4,0,pending
Fort Dodge,IA,"Fort Dodge, IA",24168,1062,67,"Sioux City, IA",4,1,quota_dense
Spencer,IA,"Spencer, IA",11212,1168,67,"Sioux City, IA",4,0,pending
Kaukauna,WI,"Kaukauna, WI",15854,1639,68,"Green Bay, WI",4,1,quota_medium
Bellevue,WI,"Bellevue, WI",15317,3225,68,"Green Bay, WI",4,0,pending
Rayside-Balfour,ON,"Rayside-Balfour, ON",14557,147,69,Ontario,4,0,pending
Mississippi Mills,ON,"Mississippi Mills, ON",14740,947,69,Ontario,4,0,pending
Brockville,ON,"Brockville, ON",23886,1531,69,Ontario,4,0,pending
Hawkesbury,ON,"Hawkesbury, ON",10263,1766,69,Ontario,4,0,pending
Pembroke,ON,"Pembroke, ON",13882,1786,69,Ontario,4,0,pending
Gravenhurst,ON,"Gravenhurst, ON",12312,3340,69,Ontario,4,0,pending
West Nipissing,ON,"West Nipissing, ON",14583,5552,69,Ontario,4,0,pending
Petawawa,ON,"Petawawa, ON",17187,5572,69,Ontario,4,0,pending
Elliot Lake,ON,"Elliot Lake, ON",12508,5575,69,Ontario,4,0,pending
Carleton Place,ON,"Carleton Place, ON",11901,5593,69,Ontario,4,0,pending
Kenora,ON,"Kenora, ON",15096,6702,69,Ontario,4,0,pending
Owen Sound,ON,"Owen Sound, ON",21341,6731,69,Ontario,4,0,pending
Temiskaming Shores,ON,"Temiskaming Shores, ON",10442,8563,69,Ontario,4,0,pending
Manitoulin Island,ON,"Manitoulin Island, ON",15343,8594,69,Ontario,4,0,pending
Huntsville,ON,"Huntsville, ON",19816,8610,69,Ontario,4,0,pending
Bracebridge,ON,"Bracebridge, ON",16010,8613,69,Ontario,4,0,pending
Greater Napanee,ON,"Greater Napanee, ON",15892,8624,69,Ontario,4,0,pending
Cobourg,ON,"Cobourg, ON",18099,8627,69,Ontario,4,0,pending
Paris,TN,"Paris, TN",10150,2683,70,"Jackson, TN",4,0,pending
Middleton,WI,"Middleton, WI",18979,672,72,"Madison, WI",4,0,pending
Fort Atkinson,WI,"Fort Atkinson, WI",12426,839,72,"Madison, WI",4,0,pending
Waunakee,WI,"Waunakee, WI",13311,2601,72,"Madison, WI",4,0,pending
Stoughton,WI,"Stoughton, WI",13067,2801,72,"Madison, WI",4,0,pending
Watertown,WI,"Watertown, WI",23819,4725,72,"Madison, WI",4,0,pending
Monroe,WI,"Monroe, WI",10796,5778,72,"Madison, WI",4,0,pending
Sturgis,MI,"Sturgis, MI",10896,3914,74,"Kalamazoo, MI",4,0,pending
Menomonie,WI,"Menomonie, WI",16305,3960,75,"Eau Claire, WI",4,0,pending
River Falls,WI,"River Falls, WI",15269,5656,75,"Eau Claire, WI",4,1,quota_medium
De Pere,WI,"De Pere, WI",24724,820,76,"Appleton, WI",4,0,pending
Raymore,MO,"Raymore, MO",20374,6015,77,"Kansas City, MO",4,0,pending
Logansport,IN,"Logansport, IN",17793,1620,78,"Tippecanoe, IN",4,0,pending
Crawfordsville,IN,"Crawfordsville, IN",16024,2575,78,"Tippecanoe, IN",4,0,pending
Greencastle,IN,"Greencastle, IN",10401,4236,78,"Tippecanoe, IN",4,1,quota_dense
Frankfort,IN,"Frankfort, IN",16060,5923,78,"Tippecanoe, IN",4,0,pending
Portage,WI,"Portage, WI",10382,5728,79,"Oshkosh, WI",4,0,pending
Beaver Dam,WI,"Beaver Dam, WI",16564,5740,79,"Oshkosh, WI",4,0,pending
Wisconsin Rapids,WI,"Wisconsin Rapids, WI",17897,1814,80,"Wausau, WI",4,0,pending
Marshfield,WI,"Marshfield, WI",18620,3308,80,"Wausau, WI",4,1,quota_medium
Baraboo,WI,"Baraboo, WI",12155,2680,81,"La Crosse, WI",4,1,quota_medium
Estevan,SK,"Estevan, SK",11258,3587,82,"Minot, ND",4,1,quota_medium
Connersville,IN,"Connersville, IN",13010,3671,83,"Delaware, IN",4,0,pending
Huntington,IN,"Huntington, IN",17095,5090,83,"Delaware, IN",4,1,quota_dense
Leduc,AB,"Leduc, AB",15561,531,85,"Edmonton, AB",4,0,pending
Camrose,AB,"Camrose, AB",20405,8351,85,"Edmonton, AB",4,0,pending
Port Alberni,BC,"Port Alberni, BC",20712,6670,88,"Vancouver Island, BC",4,1,quota_dense
Sidney,BC,"Sidney, BC",12318,6680,88,"Vancouver Island, BC",4,0,pending
Sooke,BC,"Sooke, BC",15086,6682,88,"Vancouver Island, BC",4,0,pending
Yankton,SD,"Yankton, SD",14557,3562,89,"Sioux Falls, SD",4,1,quota_dense
Magalia,CA,"Magalia, CA",11310,3701,90,"Chico, CA",4,0,pending
North Battleford,SK,"North Battleford, SK",19440,118,94,"Kindersley, SK",4,1,quota_dense
Warman,SK,"Warman, SK",10961,3766,94,"Kindersley, SK",4,0,pending
Weyburn,SK,"Weyburn, SK",10870,824,95,"Saskatoon, SK",4,0,pending
Yorkton,SK,"Yorkton, SK",16343,3911,95,"Saskatoon, SK",4,1,quota_dense
Swift Current,SK,"Swift Current, SK",16604,4503,95,"Saskatoon, SK",4,1,quota_dense
Adrian,MI,"Adrian, MI",20691,5797,97,"Ann Arbor, MI",4,0,pending
Monroe,MI,"Monroe, MI",20092,5801,97,"Ann Arbor, MI",4,0,pending
Huron,SD,"Huron, SD",13313,5688,98,"Brookings, SD",4,0,pending
Brookings,SD,"Brookings, SD",23657,5720,98,"Brookings, SD",4,0,pending
Spearfish,SD,"Spearfish, SD",12193,5672,99,"Rapid City, SD",4,0,pending
Portage la Prairie,MB,"Portage la Prairie, MB",13304,1910,100,"Winnipeg, MB",4,1,quota_dense
Cullman,AL,"Cullman, AL",15350,978,101,"Birmingham, AL",4,0,pending
Irondale,AL,"Irondale, AL",12423,6266,101,"Birmingham, AL",4,0,pending
Columbus,NE,"Columbus, NE",22797,1061,109,"Fremont, NE",4,0,pending
South Sioux City,NE,"South Sioux City, NE",13319,2836,109,"Fremont, NE",4,0,pending
North Platte,NE,"North Platte, NE",22905,871,110,"Grand Island, NE",4,1,quota_dense
McPherson,KS,"McPherson, KS",13144,2103,112,"Salina, KS",4,0,pending
El Dorado,KS,"El Dorado, KS",12931,8690,113,"Cowley, KS",4,0,pending
High River,AB,"High River, AB",14324,856,117,"Calgary, AB",4,0,pending
Canmore,AB,"Canmore, AB",13992,1120,117,"Calgary, AB",4,0,pending
Brooks,AB,"Brooks, AB",14451,2730,117,"Calgary, AB",4,1,quota_dense
Strathmore,AB,"Strathmore, AB",13592,5376,117,"Calgary, AB",4,0,pending
Bardstown,KY,Bardstown,13091,3179,121,"Hardin, KY",4,0,pending
Somerset,KY,Somerset,11439,4859,121,"Hardin, KY",4,1,quota_medium
Campbellsville,KY,Campbellsville,11237,8692,121,"Hardin, KY",4,0,pending
Evans,CO,"Evans, CO",21383,4467,129,"Fort Morgan, CO",4,0,pending
Minden,LA,"Minden, LA",12690,3592,130,"La Salle, LA",4,0,pending
Canon City,CO,"Canon City, CO",16400,6008,131,"Colorado Springs, CO",4,0,pending
Northview,MI,"Northview, MI",14541,1050,133,"Ionia, MI",4,1,quota_medium
Sheridan,WY,"Sheridan, WY",18737,398,136,"Gillette, WY",4,1,quota_dense
Oak Harbor,WA,"Oak Harbor, WA",22693,1685,137,"North Puget Sound, WA",4,1,quota_dense
Fenton,MI,"Fenton, MI",11442,2201,138,"Flint, MI",4,0,pending
Owosso,MI,"Owosso, MI",14699,5749,138,"Flint, MI",4,0,pending
Ellensburg,WA,"Ellensburg, WA",19001,1413,140,"Northern Cascades, WA",4,0,pending
Monroe,WA,"Monroe, WA",18090,2306,140,"Northern Cascades, WA",4,0,pending
Miramichi,NB,"Miramichi, NB",17537,76,141,New Brunswick,4,1,quota_dense
Belle-Baie,NB,"Belle-Baie, NB",14335,4156,141,New Brunswick,4,0,pending
Tantramar,NB,"Tantramar, NB",14545,4713,141,New Brunswick,4,0,pending
Bathurst,NB,"Bathurst, NB",11897,4892,141,New Brunswick,4,0,pending
Edmundston,NB,"Edmundston, NB",19200,5425,141,New Brunswick,4,1,quota_dense
Aberdeen,WA,"Aberdeen, WA",16276,5424,142,"Olympic Peninsula, WA",4,1,quota_medium
Artondale,WA,"Artondale, WA",12653,6694,142,"Olympic Peninsula, WA",4,0,pending
Vail,AZ,"Vail, AZ",10208,3936,143,"Tucson, AZ",4,0,pending
Conda,ID,"Conda, ID",21260,8648,144,"Idaho Falls, ID",4,1,quota_medium
Highland,UT,"Highland, UT",17989,1006,146,"Salt Lake City, UT",4,0,pending
